かな,英語,ローマ字
なつかしい,longed-for,natsukashii
なづける,name,nazukeru
なっとう,natto (fermented soybeans),nattō
なっとく,acceptance,nattoku
なつやすみ,summer vacation,natsuyasumi
なでる,stroke,naderu
なな,seven,nana
ななつ,seven (things),nanatsu
ななめ,diagonal,naname
なに,what,nani
なにか,something,nanika
なにか,something,nanika
なにしろ,anyhow,nanishiro
なにより,above all,naniyori
なのか,seven days,nanoka
なふだ,name badge,nafuda
なべ,pan,nabe
なま,raw,nama
なまいき,cheeky,namaiki
なまえ,name,namae
なまぐさい,smelling of fish,namagusai
なまける,be lazy,namakeru
なみ,ordinary,nami
なみ,wave,nami
なみき,row of trees,namiki
なみだ,tear,namida
なめらか,smooth,nameraka
なめる,lick,nameru
なやみ,troubles,nayami
なやむ,be troubled,nayamu
ならう,learn,narau
ならう,copy,narau
ならす,accustom,narasu
ならす,ring,narasu
ならぶ,line up,narabu
ならべる,line up,naraberu
なりたつ,consist of,naritatsu
なる,become,naru
なる,become,naru
なる,sound,naru
なるべく,as...as possible,narubeku
なるほど,I see,naruhodo
なれ,getting used to,nare
なれる,grow accustomed to,nareru
なわ,rope,nawa
なん,what,
なんきょく,South Pole,nankyoku
なんじゅう,several tens,nanjū
なんせい,southwest,nansei
なんぜん,several thousand,nanzen
なんだか,somehow,nandaka
なんて,what,nante
なんで,why,nande
なんと,what,nanto
なんど,how many degrees,nando
なんとう,southeast,nantō
なんとか,somehow or other,nantoka
なんとなく,in some way,nantonaku
なんばー,number,nanbaa
なんびゃく,several hundred,nanbyaku
なんべん,how many times,nanben
なんぼく,north and south,nanboku
に,two,ni
にあう,suit,niau
にいさん,older brother,niisan
にえる,boil,nieru
におい,smell,nioi
におう,stink (unpleasant),niō
におう,smell (pleasant),niō
にかい,second floor,nikai
にがい,bitter,nigai
にがす,let go,nigasu
にがて,person that is hard to deal with,nigate
にぎやか,lively,nigiyaka
にぎりしめる,squeeze,nigirishimeru
にぎる,grasp,nigiru
にぎわう,bustle,nigiwau
にく,flesh,niku
にくい,hateful,nikui
にくしみ,hatred,nikushimi
にくたい,body,nikutai
にくむ,hate,nikumu
にくらしい,hateful,nikurashii
にげだす,make a break for,nigedasu
にげみち,escape route,nigemichi
にげる,escape,nigeru
にこにこ,smile,nikoniko
にこやか,smiling,nikoyaka
にごる,get cloudy,nigoru
にし,west,nishi
にじ,rainbow,niji
にせもの,sham,nisemono
にせる,imitate,niseru
にち,day,nichi
にち,Japan,nichi
にちじ,date,nichiji
にちじょう,daily,nichijō
にちべい,Japan and U.S.,nichibei
にちようび,Sunday,nichiyōbi
にちようひん,groceries,nichiyōhin
にっか,daily routine,nikka
にっかん,Japan and Korea,nikkan
にっき,diary,nikki
にっこう,sunshine,nikkō
にっこり,smiling,nikkori
にっすう,number of days,nissū
にっそ,Japanese-Soviet,nisso
にっちゅう,during the day,nitchū
にっちゅう,Sino-Japanese,nitchū
にってい,program,nittei
にている,look like,niteiru
にどと,never again,nidoto
にぶい,dull,nibui
にほんしゅ,sake,nihonshu
にもつ,baggage,nimotsu
にやにや,grin to oneself,niyaniya
にゅういん,be hospitalized,nyūin
にゅうえき,lotion,nyūeki
にゅうがく,enter a school,nyūgaku
にゅうこく,entry into a country,nyūkoku
にゅうし,entrance examination,nyūshi
にゅうしゃ,entering a company,nyūsha
にゅうじょう,entrance,nyūjō
にゅうじょうけん,entrance ticket,nyūjōken
にゅーす,news,nyūsu
にゅうせん,acceptance,nyūsen
にゅうもん,initiation,nyūmon
にゅうよく,bathing,nyūyoku
にゅうりょく,input,nyūryoku
にょうぼう,wife,nyōbō
にらむ,glare,niramu
にりゅう,second-rate,niryū
にる,resemble,niru
にる,boil,niru
にわ,garden,niwa
にわかに,rapidly,niwakani
にわとり,chicken,niwatori
にんか,approval,ninka
にんき,popularity,ninki
にんぎょう,doll,ningyō
にんげん,human being,ningen
にんしき,recognition,ninshiki
にんじょう,human feelings,ninjō
にんしん,pregnancy,ninshin
にんじん,carrot,ninjin
にんずう,number of people,ninzū
にんにく,garlic,ninniku
にんむ,duty,ninmu
ぬいぐるみ,stuffed toy,nuifurumi
ぬう,sew,nū
ぬーど,nude,nudo
ぬかよろこび,short-lived joy,nukayorokobi
ぬかるみ,muddy ground,nukarumi
ぬく,pull out,nuku
ぬぐ,remove clothes,nugu
ぬけがら,empty shell,nukegara
ぬけげ,shed hair,nukege
ぬける,come out,nukeru
ぬすむ,steal,nusumu
ぬの,cloth,nuno
ぬま,swamp,numa
ぬらす,wet,nurasu
ぬりえ,coloring book,nurie
ぬりぐすり,ointment,nurigusuri
ぬる,spread on,nuru
ぬるい,tepid,nurui
ぬるぬる,slimy,nurunuru
ぬるまゆ,in a comfort zone,nurumayu
ぬれぎぬ,false accusation,nureginu
ぬれる,get wet,nureru
ね,root,ne
ね,sound,ne
ねあがり,price rise,neagari
ねあげ,price hike,neage
ねうち,value,neuchi
ねえさん,older sister,nēsan
ねがい,wish,negai
ねがう,wish,negau
ねかす,put to sleep,nekasu
ねかせる,put to bed,nekaseru
ねぎ,Welsh onion,negi
ねぎる,bargain,negiru
ねくたい,tie,nekutai
ねこ,cat,neko
ねこかふぇ,cat cafe,nekokafe
ねこじた,sensitive to hot food,nekojita
ねこぜ,hunchback,nekoze
ねこばば,pocketing something found,nekobaba
ねころぶ,lie down,nekorobu
ねさがり,fall in price,nesagari
ねさげ,price reduction,nesage
ねじ,screw,neji
ねすごす,oversleep,nesugosu
ねずみ,rat,nezumi
ねたばれ,spoiler,netabare
ねだん,price,nedan
ねつ,heat,netsu
ねっくれす,necklace,nekkuresu
ねっしん,enthusiasm,nesshin
ねっする,heat,nessuru
ねったい,tropics,nettai
ねっとわーく,network,nettowaaku
ねびき,discount,nebiki
ねぼう,oversleep,nebō
ねむい,sleepy,nemui
ねむたい,sleepy,nemutai
ねむり,sleep,nemuri
ねむる,sleep,nemuru
ねらう,aim,nerau
ねる,sleep,neru
ねんがじょう,New Year's card,nengajō
ねんがっぴ,date,nengappi
ねんかん,period of one year,nenkan
ねんげつ,years,nengetsu
ねんし,beginning of the year,nenshi
ねんしゅう,annual income,nenshū
ねんじゅう,all year,nenjū
ねんだい,age,nendai
ねんちょう,seniority,nenchō
ねんど,cray,nendo
ねんねん,year by year,nennen
ねんぱい,age,nenpai
ねんまつ,end of year,nenmatsu
ねんりょう,fuel,nenryō
ねんれい,age,nenrei
のう,noh play,nō
のう,ability,nō
のう,brain,nō
のうか,farmhouse,nōka
のうぎょう,agriculture,nōgyō
のうそん,farm village,nōson
のうみん,peasants,nōmin
のうりつ,efficiency,nōritsu
のうりょく,ability,nōryoku
のーと,note book,nōto
のーべるしょう,Nobel Prize,nōberushō
のーめいく,no makeup,no-meiku
のきした,eaves,nokishita
のこぎり,saw,nokogiri
のこす,leave,nokosu
のこらず,entirely,nokorazu
のこり,remainder,nokori
のこる,remain,nokoru
のじゅく,sleeping outdoors,nojuku
のせる,place,noseru
のぞく,rid of,nozoku
のぞく,look,nozoku
のぞましい,desirable,nozomashii
のぞみ,desire,nozomi
のぞむ,desire,nozomu
のぞむ,be present at,nozomu
のち,after,nochi
のっく,knock,nokku
のど,the throat,nodo
のどあめ,hroat lozenge,nodo-ame
のどか,tranquil,nodoka
のばす,extend,nobasu
のばす,stretch,nobasu
のはら,field,nohara
のびる,stretch,nobiru
のびる,extend,nobiru
のべる,state orally,noberu
のぼり,going up,nobori
のぼる,go up,noboru
のぼる,climb,noboru
のぼる,rise,noboru
のみ,chisel,nomi
のみかい,drinking party,nomikai
のみこむ,swallow,nomikomu
のみみず,drinking water,nomimizu
のみもの,beverage,nomimono
のむ,drink,nomu
のらねこ,stray cat,noraneko
のり,glue,nori
のり,laver,nori
のりおくれる,miss,noriokureru
のりおり,getting on and off,noriori
のりかえ,transfer,norikae
のりかえる,change,norikaeru
のりこえる,overcome,norikoeru
のりこし,riding past one's stop,norikoshi
のりこす,ride past,norikosu
のりこむ,board,norikomu
のりだす,lean forward,noridasu
のりもの,vehicle,norimono
のる,ride,noru
のる,appear in print,noru
のろい,slow,noroi
のろのろ,slowly,noronoro
のんき,carefree,nonki
のんびり,take it easy,nonbiri
は,leaf,ha
は,tooth,ha
ば,opportunity,ba
ばあい,situation,baai
ばーげん,bargain sale,baagen
ばあさん,grandmother,baasan
ぱーせんと,percent,paasento
ぱーてぃー,party,paateii
はーど,hard,haado
はーどうぇあ,hardware,haadōea
はーもにか,harmonica,haamonika
はい,ashes,hai
はい,lung,hai
ばい,double,bai
はいいろ,ash color,haiiro
ばいおりん,violin,baiorin
ばいきん,bacterium,baikin
はいきんぐ,hiking,haikingu
はいく,haiku,haiku
ばいく,motorbike,baiku
はいけい,background,haikei
はいけん,humbly look at or see,haiken
はいざら,ashtray,haizara
はいし,abolishment,haishi
はいしゃ,dentist,haisha
ばいしゅう,buying up,baishū
はいせん,lost battle,haisen
はいたつ,delivery,haitatsu
ばいてん,booth,baiten
ばいと,part-time job,baito
ぱいなっぷる,pineapple,painappuru
ばいばい,buying and selling,baibai
ぱいぷ,pipe,paipu
はいぼーる,highball,haibōru
はいゆう,actor,haiyū
はいる,enter,hairu
ぱいろっと,pilot,pairotto
はえ,fly,hae
はえる,grow,haeru
はか,grave,haka
ばか,fool,baka
はかい,breaking,hakai
はがき,postcard,hagaki
はかせ,expert,hakase
ばかばかしい,stupid,bakabakashii
はかま,hakama,hakama
はかまいり,visit to a grave,hakamairi
ばからしい,stupid,bakarashii
はかり,scales,hakari
はかる,compute,hakaru
はかる,strive for,hakaru
はかる,measure,hakaru
はかる,measure,hakaru
はきもの,footwear,hakimono
はく,put on footwear,haku
はく,sweep,haku
はく,holler,haku
はくさい,nappa cabbage,hakusai
はくし,blank sheet,hakushi
はくし,Ph.D.,hakushi
はくしゅ,applause,hakushu
はくせん,white line,hakusen
ばくだん,bomb,bakudan
ばくはつ,explosion,bakuhatsu
はくぶつかん,museum,hakubutsukan
はげしい,violent,hageshii
ばけつ,bucket,baketsu
はげます,encourage,hagemasu
はげる,come off,hageru
はけん,dispatch,haken
はこ,box,hako
はこぶ,carry,hakobu
はさみ,scissors,hasami
はさむ,trap,hasamu
はし,bridge,hashi
はし,chopsticks,hashi
はじ,shame,haji
はしご,ladder,hashigo
はじまり,beginning,hajimari
はじまる,begin,hajimaru
はじめ,beginning,hajime
はじめ,beginning,hajime
はじめて,for the first time,hajimete
はじめに,in the beginning,hajimeni
はじめまして,nice to meet you,hajimemashite
はじめる,begin,hajimeru
ぱじゃま,pajamas,pajama
はしゅつじょ,branch office,hashutsujo
ばしょ,place,basho
はしら,pillar,hashira
はしる,run,hashiru
ばす,bus,basu
はずかしい,shy,hazukashii
ばすけっとぼーる,basketball,basukettobōru
はずす,remove,hazusu
ばすてい,bus stop,basutei
ぱすぽーと,passport,pasupōto
はずむ,spring back,hazumu
はずれ,blank,hazure
はずれる,come off,hazureru
ぱそこん,personal computer,pasokon
はた,flag,hata
はだ,skin,hada
ばたー,butter,bataa
ぱたーん,pattern,pataan
はだいろ,flesh color,hadairo
はだか,naked body,hadaka
はだぎ,underwear,hadagi
はたけ,field,hatake
はだし,barefoot,hadashi
はたして,as was expected,hatashite
はたす,accomplish,hatasu
はたち,20 years old,hatachi
はたらき,work,hataraki
はたらく,work,hataraku
はち,eight,hachi
はち,bee,hachi
ぱちんこ,pachinko (vertical pinball),pachinko
ばつ,cross,batsu
ばつ,punishment,batsu
はつおん,pronunciation,hatsuon
はつか,20 days,hatsuka
はっきり,clearly,hakkiri
ばっきん,fine,bakkin
ばっく,back,bakku
ばっぐ,bag,baggu
はっけん,discovery,hakken
はつげん,utterance,hatsugen
はつこい,first love,hatsukoi
はっこう,publication,hakkō
ばっじ,badge,bajji
はっしゃ,start,hassha
ばっする,punish,bassuru
はっせい,occurrence,hassei
ばった,grasshopper,batta
はったつ,development,hattatsu
はってん,expansion,hatten
はつでん,generation of electricity,hatsuden
はつでんしょ,power plant,hatsudensho
はっと,taken aback,hatto
ばっと,bat,batto
ぱっと,suddenly,patto
はつねつ,generation of heat,hatsunetsu
はっぱ,leaf,happa
はつばい,sale,hatsubai
はっぴょう,announcement,happyō
はつめい,invention,hatsumei
はつもうで,first shrine visit of the new year,hatsumōde
はで,showy,hade
はと,pigeon,hato
ぱとかー,police car,patokaa
はな,nose,hana
はな,flower,hana
はなし,talk,hanashi
はなしあい,talk,hanashiai
はなしあう,discuss,hanashiau
はなしかける,address someone,hanashikakeru
はなしごえ,voice,hanashigoe
はなしことば,spoken language,hanashikotoba
はなす,speak,hanasu
はなす,separate,hanasu
はなす,release,hanasu
はなたば,bunch of flowers,hanataba
ばなな,banana,banana
はなび,fireworks,hanabi
はなみ,flower viewing,hanami
はなむこ,bridegroom,hanamuko
はなやか,gorgeous,hanayaka
はなよめ,bride,hanayome
はなれる,separate,hanareru
はね,feather,hane
はねる,run over,haneru
はねる,leap,haneru
はは,(speaker's)mother,haha
はば,width,haba
ぱぱ,dad,papa
ははおや,mother,hahaoya
はばつ,clique,habatsu
はばひろい,wide,habahiroi
はぶく,omit,habuku
はぶらし,toothbrush,haburashi
はま,beach,hama
はまべ,beach,hamabe
はまや,lucky arrow (for shrine charm),hamaya
はみがき,toothpaste,hamigaki
はむ,ham,hamu
はめる,put on,hameru
ばめん,scene,bamen
はやい,early,hayai
はやい,fast,hayai
はやおき,early rising,hayaoki
はやく,early,hayaku
はやくち,fast talking,hayakuchi
はやさ,speed,hayasa
はやし,woods,hayashi
はやす,grow,hayasu
はやね,going to bed early,hayane
はやまる,make a hasty decision,hayamaru
はやめる,move forward (in time),hayameru
はやり,fashion,hayari
はやる,be in fashion,hayaru
はら,plain,hara
はら,belly,hara
ばら,rose,bara
はらい,payment,harai
はらいこむ,pay in,haraikomu
